world_size,init_life,rand,sync,deterministic_period,p,second_threshold,living
64,50,true,false,2,0.20,8,47.1436
64,50,true,false,2,0.20,8,47.1924
64,50,true,false,2,0.20,8,47.4854
64,50,true,false,2,0.20,8,46.4844
64,50,true,false,2,0.20,8,46.6309
64,50,true,false,2,0.20,8,46.7529
64,50,true,false,2,0.20,8,46.8018
64,50,true,false,2,0.20,8,46.3379
64,50,true,false,2,0.20,8,48.1445
64,50,true,false,2,0.20,8,46.4844
64,50,true,false,2,0.20,8,47.1436
64,50,true,false,2,0.20,8,47.7051
64,50,true,false,2,0.20,8,47.2412
64,50,true,false,2,0.20,8,47.6563
64,50,true,false,2,0.20,8,46.8994
64,50,true,false,2,0.20,8,47.1924
64,50,true,false,2,0.20,8,47.7539
64,50,true,false,2,0.20,8,47.0215
64,50,true,false,2,0.20,8,47.0703
64,50,true,false,2,0.20,8,47.9248
64,50,true,false,2,0.20,8,47.5098
64,50,true,false,2,0.20,8,45.8740
64,50,true,false,2,0.20,8,47.6074
64,50,true,false,2,0.20,8,47.2412
64,50,true,false,2,0.20,8,47.8516
64,50,true,false,2,0.20,8,47.3389
64,50,true,false,2,0.20,8,45.9961
64,50,true,false,2,0.20,8,46.6797
64,50,true,false,2,0.20,8,47.4609
64,50,true,false,2,0.20,8,47.9736
64,50,true,false,2,0.20,8,48.0469
64,50,true,false,2,0.20,8,47.1924
64,50,true,false,2,0.20,8,46.8018
64,50,true,false,2,0.20,8,47.4121
64,50,true,false,2,0.20,8,46.7285
64,50,true,false,2,0.20,8,47.8516
64,50,true,false,2,0.20,8,46.6309
64,50,true,false,2,0.20,8,47.9492
64,50,true,false,2,0.20,8,47.8760
64,50,true,false,2,0.20,8,47.2900
64,50,true,false,2,0.20,8,47.3145
64,50,true,false,2,0.20,8,46.9971
64,50,true,false,2,0.20,8,47.2168
64,50,true,false,2,0.20,8,47.0947
64,50,true,false,2,0.20,8,47.3389
64,50,true,false,2,0.20,8,48.2910
64,50,true,false,2,0.20,8,46.4355
64,50,true,false,2,0.20,8,47.9980
64,50,true,false,2,0.20,8,46.6797
64,50,true,false,2,0.20,8,48.0225
64,50,true,false,2,0.20,8,46.7041
64,50,true,false,2,0.20,8,48.6572
64,50,true,false,2,0.20,8,46.7773
64,50,true,false,2,0.20,8,47.4854
64,50,true,false,2,0.20,8,46.6309
64,50,true,false,2,0.20,8,48.0469
64,50,true,false,2,0.20,8,45.9473
64,50,true,false,2,0.20,8,46.9238
64,50,true,false,2,0.20,8,47.2900
64,50,true,false,2,0.20,8,46.8262
64,50,true,false,2,0.20,8,46.8262
64,50,true,false,2,0.20,8,47.3633
64,50,true,false,2,0.20,8,47.3633
64,50,true,false,2,0.20,8,46.9727
64,50,true,false,2,0.20,8,47.1191
64,50,true,false,2,0.20,8,47.8516
64,50,true,false,2,0.20,8,47.1191
64,50,true,false,2,0.20,8,46.6064
64,50,true,false,2,0.20,8,46.9238
64,50,true,false,2,0.20,8,47.3877
64,50,true,false,2,0.20,8,46.8506
64,50,true,false,2,0.20,8,47.8760
64,50,true,false,2,0.20,8,46.4600
64,50,true,false,2,0.20,8,47.0947
64,50,true,false,2,0.20,8,47.7051
64,50,true,false,2,0.20,8,46.3623
64,50,true,false,2,0.20,8,46.8018
64,50,true,false,2,0.20,8,46.6309
64,50,true,false,2,0.20,8,47.6807
64,50,true,false,2,0.20,8,46.6797
64,50,true,false,2,0.20,8,46.8506
64,50,true,false,2,0.20,8,46.4600
64,50,true,false,2,0.20,8,47.1436
64,50,true,false,2,0.20,8,46.0449
64,50,true,false,2,0.20,8,46.6064
64,50,true,false,2,0.20,8,46.8506
64,50,true,false,2,0.20,8,47.3877
64,50,true,false,2,0.20,8,46.7285
64,50,true,false,2,0.20,8,46.7529
64,50,true,false,2,0.20,8,47.4609
64,50,true,false,2,0.20,8,46.6553
64,50,true,false,2,0.20,8,46.9238
64,50,true,false,2,0.20,8,47.1436
64,50,true,false,2,0.20,8,47.9736
64,50,true,false,2,0.20,8,47.1924
64,50,true,false,2,0.20,8,46.8750
64,50,true,false,2,0.20,8,47.1436
64,50,true,false,2,0.20,8,46.6553
64,50,true,false,2,0.20,8,46.7285
64,50,true,false,2,0.20,8,47.8271
64,50,true,false,2,0.20,8,47.2656
64,50,true,false,2,0.20,8,46.6064
64,50,true,false,2,0.20,8,46.6064
64,50,true,false,2,0.20,8,47.1436
64,50,true,false,2,0.20,8,46.9971
64,50,true,false,2,0.20,8,46.9238
64,50,true,false,2,0.20,8,47.5342
64,50,true,false,2,0.20,8,48.7549
64,50,true,false,2,0.20,8,46.6797
64,50,true,false,2,0.20,8,46.9482
64,50,true,false,2,0.20,8,46.4355
64,50,true,false,2,0.20,8,46.2402
64,50,true,false,2,0.20,8,47.4609
64,50,true,false,2,0.20,8,46.9971
64,50,true,false,2,0.20,8,47.3145
64,50,true,false,2,0.20,8,47.2656
64,50,true,false,2,0.20,8,46.5820
64,50,true,false,2,0.20,8,47.2168
64,50,true,false,2,0.20,8,46.5088
64,50,true,false,2,0.20,8,46.7773
64,50,true,false,2,0.20,8,46.2891
64,50,true,false,2,0.20,8,47.5342
64,50,true,false,2,0.20,8,46.5332
64,50,true,false,2,0.20,8,47.0459
64,50,true,false,2,0.20,8,47.4121
64,50,true,false,2,0.20,8,47.5586
64,50,true,false,2,0.20,8,47.0459
64,50,true,false,2,0.20,8,47.3389
64,50,true,false,2,0.20,8,46.4355
64,50,true,false,2,0.20,8,47.6807
64,50,true,false,2,0.20,8,46.8018
64,50,true,false,2,0.20,8,47.2656
64,50,true,false,2,0.20,8,47.8027
64,50,true,false,2,0.20,8,47.3633
64,50,true,false,2,0.20,8,47.6318
64,50,true,false,2,0.20,8,47.0215
64,50,true,false,2,0.20,8,47.3633
64,50,true,false,2,0.20,8,46.3379
64,50,true,false,2,0.20,8,47.9248
64,50,true,false,2,0.20,8,47.1680
64,50,true,false,2,0.20,8,48.1201
64,50,true,false,2,0.20,8,46.1426
64,50,true,false,2,0.20,8,46.6064
64,50,true,false,2,0.20,8,46.6797
64,50,true,false,2,0.20,8,46.5820
64,50,true,false,2,0.20,8,46.6064
64,50,true,false,2,0.20,8,45.9961
64,50,true,false,2,0.20,8,46.3867
64,50,true,false,2,0.20,8,46.2646
64,50,true,false,2,0.20,8,47.4609
64,50,true,false,2,0.20,8,46.9238
64,50,true,false,2,0.20,8,47.4365
64,50,true,false,2,0.20,8,46.5576
64,50,true,false,2,0.20,8,47.0947
64,50,true,false,2,0.20,8,46.6309
64,50,true,false,2,0.20,8,48.3887
64,50,true,false,2,0.20,8,46.7529
64,50,true,false,2,0.20,8,46.9482
64,50,true,false,2,0.20,8,47.2412
64,50,true,false,2,0.20,8,48.0957
64,50,true,false,2,0.20,8,47.3633
64,50,true,false,2,0.20,8,47.3633
64,50,true,false,2,0.20,8,46.4355
64,50,true,false,2,0.20,8,46.9971
64,50,true,false,2,0.20,8,46.9971
64,50,true,false,2,0.20,8,46.4844
64,50,true,false,2,0.20,8,47.0703
64,50,true,false,2,0.20,8,46.8994
64,50,true,false,2,0.20,8,46.9971
64,50,true,false,2,0.20,8,46.4355
64,50,true,false,2,0.20,8,46.8750
64,50,true,false,2,0.20,8,46.7041
64,50,true,false,2,0.20,8,47.3877
64,50,true,false,2,0.20,8,46.7773
64,50,true,false,2,0.20,8,47.2656
64,50,true,false,2,0.20,8,46.3623
64,50,true,false,2,0.20,8,46.5332
64,50,true,false,2,0.20,8,47.5830
64,50,true,false,2,0.20,8,46.7041
64,50,true,false,2,0.20,8,47.2168
64,50,true,false,2,0.20,8,47.1191
64,50,true,false,2,0.20,8,47.8516
64,50,true,false,2,0.20,8,46.6309
64,50,true,false,2,0.20,8,47.4854
64,50,true,false,2,0.20,8,46.3379
64,50,true,false,2,0.20,8,48.1689
64,50,true,false,2,0.20,8,47.5586
64,50,true,false,2,0.20,9,46.5576
64,50,true,false,2,0.20,9,47.1191
64,50,true,false,2,0.20,9,47.1191
64,50,true,false,2,0.20,9,46.9238
64,50,true,false,2,0.20,9,46.2158
64,50,true,false,2,0.20,9,47.7051
64,50,true,false,2,0.20,9,46.2158
64,50,true,false,2,0.20,9,47.6807
64,50,true,false,2,0.20,9,46.5576
64,50,true,false,2,0.20,9,46.2891
64,50,true,false,2,0.20,9,47.3877
64,50,true,false,2,0.20,9,46.3623
64,50,true,false,2,0.20,9,47.2168
64,50,true,false,2,0.20,9,47.3633
64,50,true,false,2,0.20,9,47.2656
64,50,true,false,2,0.20,9,46.7529
64,50,true,false,2,0.20,9,46.3623
64,50,true,false,2,0.20,9,45.8740
64,50,true,false,2,0.20,9,47.6074
64,50,true,false,2,0.20,9,46.3867
64,50,true,false,2,0.20,9,46.1670
64,50,true,false,2,0.20,9,47.4365
64,50,true,false,2,0.20,9,46.2158
64,50,true,false,2,0.20,9,46.9482
64,50,true,false,2,0.20,9,46.0205
64,50,true,false,2,0.20,9,46.5820
64,50,true,false,2,0.20,9,47.4609
64,50,true,false,2,0.20,9,46.9482
64,50,true,false,2,0.20,9,46.5088
64,50,true,false,2,0.20,9,46.9238
64,50,true,false,2,0.20,9,47.6074
64,50,true,false,2,0.20,9,47.2412
64,50,true,false,2,0.20,9,46.4111
64,50,true,false,2,0.20,9,47.5342
64,50,true,false,2,0.20,9,47.8760
64,50,true,false,2,0.20,9,47.8760
64,50,true,false,2,0.20,9,48.2910
64,50,true,false,2,0.20,9,47.3145
64,50,true,false,2,0.20,9,47.1191
64,50,true,false,2,0.20,9,46.5332
64,50,true,false,2,0.20,9,46.2646
64,50,true,false,2,0.20,9,46.8994
64,50,true,false,2,0.20,9,46.5576
64,50,true,false,2,0.20,9,46.8262
64,50,true,false,2,0.20,9,47.5830
64,50,true,false,2,0.20,9,47.1436
64,50,true,false,2,0.20,9,47.0459
64,50,true,false,2,0.20,9,47.4854
64,50,true,false,2,0.20,9,47.5098
64,50,true,false,2,0.20,9,46.1182
64,50,true,false,2,0.20,9,46.2402
64,50,true,false,2,0.20,9,46.9971
64,50,true,false,2,0.20,9,46.6797
64,50,true,false,2,0.20,9,47.0703
64,50,true,false,2,0.20,9,46.5576
64,50,true,false,2,0.20,9,46.9727
64,50,true,false,2,0.20,9,46.3379
64,50,true,false,2,0.20,9,47.3389
64,50,true,false,2,0.20,9,47.1436
64,50,true,false,2,0.20,9,47.3389
64,50,true,false,2,0.20,9,47.3877
64,50,true,false,2,0.20,9,48.2422
64,50,true,false,2,0.20,9,47.8516
64,50,true,false,2,0.20,9,45.8008
64,50,true,false,2,0.20,9,47.2900
64,50,true,false,2,0.20,9,48.1445
64,50,true,false,2,0.20,9,47.1680
64,50,true,false,2,0.20,9,47.9492
64,50,true,false,2,0.20,9,46.8262
64,50,true,false,2,0.20,9,47.0703
64,50,true,false,2,0.20,9,47.6318
64,50,true,false,2,0.20,9,46.1914
64,50,true,false,2,0.20,9,45.8740
64,50,true,false,2,0.20,9,47.1191
64,50,true,false,2,0.20,9,47.7295
64,50,true,false,2,0.20,9,47.8027
64,50,true,false,2,0.20,9,46.4355
64,50,true,false,2,0.20,9,47.6807
64,50,true,false,2,0.20,9,47.6563
64,50,true,false,2,0.20,9,47.2656
64,50,true,false,2,0.20,9,47.6807
64,50,true,false,2,0.20,9,47.3389
64,50,true,false,2,0.20,9,47.2900
64,50,true,false,2,0.20,9,47.4609
64,50,true,false,2,0.20,9,45.8252
64,50,true,false,2,0.20,9,46.4355
64,50,true,false,2,0.20,9,47.4854
64,50,true,false,2,0.20,9,47.4609
64,50,true,false,2,0.20,9,46.8994
64,50,true,false,2,0.20,9,47.9980
64,50,true,false,2,0.20,9,47.0703
64,50,true,false,2,0.20,9,46.9238
64,50,true,false,2,0.20,9,46.6309
64,50,true,false,2,0.20,9,47.5586
64,50,true,false,2,0.20,9,47.0215
64,50,true,false,2,0.20,9,46.2891
64,50,true,false,2,0.20,9,47.1191
64,50,true,false,2,0.20,9,46.8750
64,50,true,false,2,0.20,9,46.9727
64,50,true,false,2,0.20,9,47.1924
64,50,true,false,2,0.20,9,47.6563
64,50,true,false,2,0.20,9,45.8008
64,50,true,false,2,0.20,9,45.9961
64,50,true,false,2,0.20,9,47.1436
64,50,true,false,2,0.20,9,46.5088
64,50,true,false,2,0.20,9,46.5576
64,50,true,false,2,0.20,9,45.9229
64,50,true,false,2,0.20,9,46.9238
64,50,true,false,2,0.20,9,47.8516
64,50,true,false,2,0.20,9,46.3867
64,50,true,false,2,0.20,9,46.9482
64,50,true,false,2,0.20,9,47.0947
64,50,true,false,2,0.20,9,47.7539
64,50,true,false,2,0.20,9,47.3145
64,50,true,false,2,0.20,9,46.4844
64,50,true,false,2,0.20,9,47.9736
64,50,true,false,2,0.20,9,46.9727
64,50,true,false,2,0.20,9,47.4854
64,50,true,false,2,0.20,9,47.3877
64,50,true,false,2,0.20,9,47.1191
64,50,true,false,2,0.20,9,47.1680
64,50,true,false,2,0.20,9,47.4365
64,50,true,false,2,0.20,9,46.4111
64,50,true,false,2,0.20,9,47.4854
64,50,true,false,2,0.20,9,47.7051
64,50,true,false,2,0.20,9,46.8262
64,50,true,false,2,0.20,9,47.0703
64,50,true,false,2,0.20,9,46.6064
64,50,true,false,2,0.20,9,46.7041
64,50,true,false,2,0.20,9,46.3135
64,50,true,false,2,0.20,9,47.8271
64,50,true,false,2,0.20,9,47.7539
64,50,true,false,2,0.20,9,46.8018
64,50,true,false,2,0.20,9,47.0215
64,50,true,false,2,0.20,9,46.9971
64,50,true,false,2,0.20,9,48.3887
64,50,true,false,2,0.20,9,46.9238
64,50,true,false,2,0.20,9,47.2900
64,50,true,false,2,0.20,9,46.7285
64,50,true,false,2,0.20,9,47.2168
64,50,true,false,2,0.20,9,46.1426
64,50,true,false,2,0.20,9,46.7529
64,50,true,false,2,0.20,9,46.9482
64,50,true,false,2,0.20,9,46.8994
64,50,true,false,2,0.20,9,45.7275
64,50,true,false,2,0.20,9,46.9238
64,50,true,false,2,0.20,9,47.5586
64,50,true,false,2,0.20,9,47.7295
64,50,true,false,2,0.20,9,46.4844
64,50,true,false,2,0.20,9,46.3867
64,50,true,false,2,0.20,9,46.8750
64,50,true,false,2,0.20,9,46.9238
64,50,true,false,2,0.20,9,48.1934
64,50,true,false,2,0.20,9,47.5098
64,50,true,false,2,0.20,9,47.1924
64,50,true,false,2,0.20,9,47.1924
64,50,true,false,2,0.20,9,47.6074
64,50,true,false,2,0.20,9,46.9727
64,50,true,false,2,0.20,9,46.9482
64,50,true,false,2,0.20,9,47.6074
64,50,true,false,2,0.20,9,46.9482
64,50,true,false,2,0.20,9,46.8018
64,50,true,false,2,0.20,9,47.2168
64,50,true,false,2,0.20,9,47.6074
64,50,true,false,2,0.20,9,46.7529
64,50,true,false,2,0.20,9,47.1680
64,50,true,false,2,0.20,9,47.2412
64,50,true,false,2,0.20,9,46.2646
64,50,true,false,2,0.20,9,47.0459
64,50,true,false,2,0.20,9,47.3877
64,50,true,false,2,0.20,9,47.4365
64,50,true,false,2,0.20,9,46.8750
64,50,true,false,2,0.20,9,46.5332
64,50,true,false,2,0.20,9,47.6318
64,50,true,false,2,0.20,9,47.0459
64,50,true,false,2,0.20,9,46.9238
64,50,true,false,2,0.20,9,46.9727
64,50,true,false,2,0.20,9,46.9971
64,50,true,false,2,0.20,9,47.1191
64,50,true,false,2,0.20,9,46.1914
64,50,true,false,2,0.20,9,46.2646
64,50,true,false,2,0.20,9,47.0459
64,50,true,false,2,0.20,9,48.1445
64,50,true,false,2,0.20,9,46.9971
64,50,true,false,2,0.20,9,46.4111
64,50,true,false,2,0.20,9,47.4854
64,50,true,false,2,0.20,9,46.2646
64,50,true,false,2,0.20,9,46.7773
64,50,true,false,2,0.20,9,46.3623
64,50,true,false,2,0.20,9,47.2900
64,50,true,false,2,0.20,9,47.2412
64,50,true,false,2,0.20,9,46.6797
64,50,true,false,2,0.20,9,47.2168
64,50,true,false,2,0.20,9,46.6064
64,50,true,false,2,0.20,9,47.2412
64,50,true,false,2,0.20,9,47.2412
64,50,true,false,2,0.20,9,46.3379
64,50,true,false,2,0.20,9,46.7285
64,50,true,false,2,0.20,9,47.0459
64,50,true,false,2,0.20,9,47.2656
64,50,true,false,2,0.25,4,43.2861
64,50,true,false,2,0.25,4,42.3828
64,50,true,false,2,0.25,4,42.2607
64,50,true,false,2,0.25,4,42.6025
64,50,true,false,2,0.25,4,42.5049
64,50,true,false,2,0.25,4,42.9688
64,50,true,false,2,0.25,4,42.7979
64,50,true,false,2,0.25,4,41.7969
64,50,true,false,2,0.25,4,41.6504
64,50,true,false,2,0.25,4,42.5049
64,50,true,false,2,0.25,4,42.3340
64,50,true,false,2,0.25,4,42.3096
64,50,true,false,2,0.25,4,42.7002
64,50,true,false,2,0.25,4,42.1875
64,50,true,false,2,0.25,4,41.6748
64,50,true,false,2,0.25,4,41.9189
64,50,true,false,2,0.25,4,42.3584
64,50,true,false,2,0.25,4,41.9922
64,50,true,false,2,0.25,4,42.5781
64,50,true,false,2,0.25,4,41.7969
64,50,true,false,2,0.25,4,42.5293
64,50,true,false,2,0.25,4,42.3340
64,50,true,false,2,0.25,4,41.6016
64,50,true,false,2,0.25,4,41.8213
64,50,true,false,2,0.25,4,41.4795
64,50,true,false,2,0.25,4,41.6016
64,50,true,false,2,0.25,4,42.0898
64,50,true,false,2,0.25,4,42.8711
64,50,true,false,2,0.25,4,41.7236
64,50,true,false,2,0.25,4,41.2109
64,50,true,false,2,0.25,4,42.0410
64,50,true,false,2,0.25,4,43.4082
64,50,true,false,2,0.25,4,42.3096
64,50,true,false,2,0.25,4,41.9678
64,50,true,false,2,0.25,4,41.6992
64,50,true,false,2,0.25,4,42.4072
64,50,true,false,2,0.25,4,41.5283
64,50,true,false,2,0.25,4,42.2119
64,50,true,false,2,0.25,4,42.9932
64,50,true,false,2,0.25,4,41.6260
64,50,true,false,2,0.25,4,42.4805
64,50,true,false,2,0.25,4,41.5283
64,50,true,false,2,0.25,4,42.4805
64,50,true,false,2,0.25,4,41.6260
64,50,true,false,2,0.25,4,41.9434
64,50,true,false,2,0.25,4,42.2119
64,50,true,false,2,0.25,4,42.9932
64,50,true,false,2,0.25,4,41.3574
64,50,true,false,2,0.25,4,42.3340
64,50,true,false,2,0.25,4,41.8945
64,50,true,false,2,0.25,4,40.7471
64,50,true,false,2,0.25,4,42.2363
64,50,true,false,2,0.25,4,41.7480
64,50,true,false,2,0.25,4,42.4561
64,50,true,false,2,0.25,4,41.7480
64,50,true,false,2,0.25,4,43.4326
64,50,true,false,2,0.25,4,42.4316
64,50,true,false,2,0.25,4,42.5781
64,50,true,false,2,0.25,4,41.7725
64,50,true,false,2,0.25,4,42.7734
64,50,true,false,2,0.25,4,41.8213
64,50,true,false,2,0.25,4,41.5527
64,50,true,false,2,0.25,4,41.7725
64,50,true,false,2,0.25,4,42.0410
64,50,true,false,2,0.25,4,42.7490
64,50,true,false,2,0.25,4,42.9443
64,50,true,false,2,0.25,4,41.4063
64,50,true,false,2,0.25,4,43.0420
64,50,true,false,2,0.25,4,41.8701
64,50,true,false,2,0.25,4,42.2119
64,50,true,false,2,0.25,4,42.0654
64,50,true,false,2,0.25,4,43.4326
64,50,true,false,2,0.25,4,42.0654
64,50,true,false,2,0.25,4,42.6514
64,50,true,false,2,0.25,4,43.0176
64,50,true,false,2,0.25,4,40.2344
64,50,true,false,2,0.25,4,42.1875
64,50,true,false,2,0.25,4,42.3828
64,50,true,false,2,0.25,4,42.0898
64,50,true,false,2,0.25,4,42.3096
64,50,true,false,2,0.25,4,41.2842
64,50,true,false,2,0.25,4,41.4795
64,50,true,false,2,0.25,4,41.4307
64,50,true,false,2,0.25,4,42.5049
64,50,true,false,2,0.25,4,41.1621
64,50,true,false,2,0.25,4,42.9688
64,50,true,false,2,0.25,4,42.9443
64,50,true,false,2,0.25,4,41.4307
64,50,true,false,2,0.25,4,43.3105
64,50,true,false,2,0.25,4,42.9932
64,50,true,false,2,0.25,4,41.9434
64,50,true,false,2,0.25,4,42.5537
64,50,true,false,2,0.25,4,42.3828
64,50,true,false,2,0.25,4,41.9922
64,50,true,false,2,0.25,4,40.8691
64,50,true,false,2,0.25,4,42.1631
64,50,true,false,2,0.25,4,42.2119
64,50,true,false,2,0.25,4,42.2119
64,50,true,false,2,0.25,4,41.2354
64,50,true,false,2,0.25,4,43.2617
64,50,true,false,2,0.25,4,42.1387
64,50,true,false,2,0.25,4,42.3340
64,50,true,false,2,0.25,4,41.6748
64,50,true,false,2,0.25,4,42.0166
64,50,true,false,2,0.25,4,41.9189
64,50,true,false,2,0.25,4,41.2842
64,50,true,false,2,0.25,4,41.9678
64,50,true,false,2,0.25,4,42.1387
64,50,true,false,2,0.25,4,42.7979
64,50,true,false,2,0.25,4,42.7246
64,50,true,false,2,0.25,4,42.4561
64,50,true,false,2,0.25,4,42.3828
64,50,true,false,2,0.25,4,42.2119
64,50,true,false,2,0.25,4,43.3838
64,50,true,false,2,0.25,4,41.9678
64,50,true,false,2,0.25,4,41.6992
64,50,true,false,2,0.25,4,41.8457
64,50,true,false,2,0.25,4,43.4082
64,50,true,false,2,0.25,4,41.8701
64,50,true,false,2,0.25,4,41.5527
64,50,true,false,2,0.25,4,42.3584
64,50,true,false,2,0.25,4,43.1396
64,50,true,false,2,0.25,4,42.6025
64,50,true,false,2,0.25,4,42.8711
64,50,true,false,2,0.25,4,41.6748
64,50,true,false,2,0.25,4,43.5547
64,50,true,false,2,0.25,4,43.3350
64,50,true,false,2,0.25,4,42.1143
64,50,true,false,2,0.25,4,42.7002
64,50,true,false,2,0.25,4,42.6758
64,50,true,false,2,0.25,4,42.0410
64,50,true,false,2,0.25,4,42.4561
64,50,true,false,2,0.25,4,41.9922
64,50,true,false,2,0.25,4,42.1143
64,50,true,false,2,0.25,4,40.7715
64,50,true,false,2,0.25,4,42.0410
64,50,true,false,2,0.25,4,42.1387
64,50,true,false,2,0.25,4,41.9189
64,50,true,false,2,0.25,4,42.7734
64,50,true,false,2,0.25,4,41.7236
64,50,true,false,2,0.25,4,42.7246
64,50,true,false,2,0.25,4,41.9189
64,50,true,false,2,0.25,4,42.0898
64,50,true,false,2,0.25,4,42.6758
64,50,true,false,2,0.25,4,41.8945
64,50,true,false,2,0.25,4,41.6016
64,50,true,false,2,0.25,4,41.8213
64,50,true,false,2,0.25,4,42.3584
64,50,true,false,2,0.25,4,41.9434
64,50,true,false,2,0.25,4,41.3330
64,50,true,false,2,0.25,4,42.3584
64,50,true,false,2,0.25,4,42.3340
64,50,true,false,2,0.25,4,42.0898
64,50,true,false,2,0.25,4,42.6270
64,50,true,false,2,0.25,4,42.2363
64,50,true,false,2,0.25,4,42.7002
64,50,true,false,2,0.25,4,41.9189
64,50,true,false,2,0.25,4,40.5762
64,50,true,false,2,0.25,4,41.5039
64,50,true,false,2,0.25,4,41.5039
64,50,true,false,2,0.25,4,41.8701
64,50,true,false,2,0.25,4,43.7988
64,50,true,false,2,0.25,4,40.9180
64,50,true,false,2,0.25,4,42.3828
64,50,true,false,2,0.25,4,41.8213
64,50,true,false,2,0.25,4,42.1143
64,50,true,false,2,0.25,4,42.5049
64,50,true,false,2,0.25,4,43.6279
64,50,true,false,2,0.25,4,42.9199
64,50,true,false,2,0.25,4,41.8457
64,50,true,false,2,0.25,4,41.7725
64,50,true,false,2,0.25,4,42.2852
64,50,true,false,2,0.25,4,41.0400
64,50,true,false,2,0.25,4,41.7969
64,50,true,false,2,0.25,4,41.9189
64,50,true,false,2,0.25,4,41.7480
64,50,true,false,2,0.25,4,41.6016
64,50,true,false,2,0.25,4,41.4063
64,50,true,false,2,0.25,4,42.1875
64,50,true,false,2,0.25,4,42.7734
64,50,true,false,2,0.25,4,41.4795
64,50,true,false,2,0.25,4,41.3086
64,50,true,false,2,0.25,4,42.0410
64,50,true,false,2,0.25,4,41.6016
64,50,true,false,2,0.25,4,42.4316
64,50,true,false,2,0.25,4,42.6270
64,50,true,false,2,0.25,4,40.9180
64,50,true,false,2,0.25,4,41.1377
64,50,true,false,2,0.25,4,42.0410
64,50,true,false,2,0.25,4,42.6270
64,50,true,false,2,0.25,4,42.2363
64,50,true,false,2,0.25,4,42.5293
64,50,true,false,2,0.25,4,41.0400
64,50,true,false,2,0.25,4,41.8213
64,50,true,false,2,0.25,4,42.5537
64,50,true,false,2,0.25,4,42.2852
64,50,true,false,2,0.25,4,41.8701
64,50,true,false,2,0.25,4,42.1631
64,50,true,false,2,0.25,4,42.4561
64,50,true,false,2,0.25,4,42.1143
64,50,true,false,2,0.25,5,45.7520
64,50,true,false,2,0.25,5,45.8008
64,50,true,false,2,0.25,5,46.5088
64,50,true,false,2,0.25,5,45.9229
64,50,true,false,2,0.25,5,46.2891
64,50,true,false,2,0.25,5,46.0693
64,50,true,false,2,0.25,5,45.8252
64,50,true,false,2,0.25,5,44.7510
64,50,true,false,2,0.25,5,45.4834
64,50,true,false,2,0.25,5,45.7764
64,50,true,false,2,0.25,5,45.8008
64,50,true,false,2,0.25,5,46.7529
64,50,true,false,2,0.25,5,46.1914
64,50,true,false,2,0.25,5,46.1914
64,50,true,false,2,0.25,5,45.4834
64,50,true,false,2,0.25,5,47.0947
64,50,true,false,2,0.25,5,46.2158
64,50,true,false,2,0.25,5,45.7764
64,50,true,false,2,0.25,5,45.8740
64,50,true,false,2,0.25,5,45.8008
64,50,true,false,2,0.25,5,46.1426
64,50,true,false,2,0.25,5,45.3613
64,50,true,false,2,0.25,5,45.5566
64,50,true,false,2,0.25,5,46.1914
64,50,true,false,2,0.25,5,46.3623
64,50,true,false,2,0.25,5,44.8242
64,50,true,false,2,0.25,5,45.9961
64,50,true,false,2,0.25,5,45.4590
64,50,true,false,2,0.25,5,46.3379
64,50,true,false,2,0.25,5,45.3613
64,50,true,false,2,0.25,5,45.5078
64,50,true,false,2,0.25,5,45.7275
64,50,true,false,2,0.25,5,46.5820
64,50,true,false,2,0.25,5,45.9961
64,50,true,false,2,0.25,5,46.1670
64,50,true,false,2,0.25,5,46.4844
64,50,true,false,2,0.25,5,45.7520
64,50,true,false,2,0.25,5,45.9229
64,50,true,false,2,0.25,5,45.9717
64,50,true,false,2,0.25,5,46.2891
64,50,true,false,2,0.25,5,45.9961
64,50,true,false,2,0.25,5,46.3867
64,50,true,false,2,0.25,5,45.8740
64,50,true,false,2,0.25,5,45.5322
64,50,true,false,2,0.25,5,45.4102
64,50,true,false,2,0.25,5,45.2148
64,50,true,false,2,0.25,5,45.2881
64,50,true,false,2,0.25,5,46.0938
64,50,true,false,2,0.25,5,45.7764
64,50,true,false,2,0.25,5,46.3867
64,50,true,false,2,0.25,5,46.0205
64,50,true,false,2,0.25,5,46.4600
64,50,true,false,2,0.25,5,46.2402
64,50,true,false,2,0.25,5,44.8486
64,50,true,false,2,0.25,5,46.2158
64,50,true,false,2,0.25,5,45.8984
64,50,true,false,2,0.25,5,45.5566
64,50,true,false,2,0.25,5,46.4355
64,50,true,false,2,0.25,5,46.0449
64,50,true,false,2,0.25,5,46.2891
64,50,true,false,2,0.25,5,45.4590
64,50,true,false,2,0.25,5,46.4111
64,50,true,false,2,0.25,5,45.8008
64,50,true,false,2,0.25,5,46.0205
64,50,true,false,2,0.25,5,45.2637
64,50,true,false,2,0.25,5,46.0693
64,50,true,false,2,0.25,5,46.0693
64,50,true,false,2,0.25,5,46.2891
64,50,true,false,2,0.25,5,44.7998
64,50,true,false,2,0.25,5,45.5566
64,50,true,false,2,0.25,5,45.8740
64,50,true,false,2,0.25,5,45.8496
64,50,true,false,2,0.25,5,45.1660
64,50,true,false,2,0.25,5,46.1914
64,50,true,false,2,0.25,5,45.6787
64,50,true,false,2,0.25,5,44.9951
64,50,true,false,2,0.25,5,45.8740
64,50,true,false,2,0.25,5,45.1904
